crop,location,soil_type,growing_season,ph,temperature,rainfall,humidity,irrigation,fertilizer,previous_yield,area,n_content,p_content,k_content,yield
Potato,Central Valley,Clay,Autumn,7.01,31.4,732.1,59.9,519.2,172.7,15.25,35.3,49.4,28.7,40.3,13.99
Wheat,Central Valley,Clay,Summer,7.99,20.1,1677.9,60.1,473.8,263.2,3.22,18.5,105.0,29.3,119.6,2.83
Wheat,Pacific Northwest,Loamy,Kharif,5.2,18.3,1438.0,51.9,510.6,204.0,3.09,30.5,58.5,49.7,77.3,2.82
Corn,Great Plains,Loamy,Rabi,5.42,29.4,780.3,53.2,139.3,271.1,5.21,11.7,161.0,37.6,34.1,5.02
Potato,Southeast,Black Soil,Kharif,5.48,21.5,1792.6,51.8,263.9,107.5,10.48,48.7,54.2,47.9,30.8,11.31
Wheat,Great Plains,Alluvial,Spring,5.71,19.7,370.3,48.1,173.8,163.1,2.48,33.7,154.9,52.5,38.2,2.7
Soybean,Midwest,Sandy Loam,Autumn,6.46,27.5,843.2,81.5,727.5,208.0,2.17,46.6,101.3,68.1,106.7,2.08
Wheat,Delta Region,Clay,Kharif,5.73,29.6,811.7,41.5,283.1,222.6,2.76,42.6,174.4,16.6,98.6,2.68
Tomato,Delta Region,Alluvial,Spring,7.98,18.4,1043.6,43.1,788.7,164.2,18.56,20.7,166.0,51.3,100.8,17.07
Cotton,Central Valley,Sandy Loam,Kharif,5.63,29.2,597.9,51.2,379.4,205.0,1.61,19.4,52.1,42.5,107.3,1.68
Corn,Central Valley,Sandy Loam,Autumn,8.01,29.7,937.2,47.5,158.3,199.8,4.22,49.5,171.2,20.1,77.1,4.11
Corn,Delta Region,Silt Loam,Spring,8.06,27.2,1124.7,74.1,288.2,193.4,5.75,38.0,115.9,69.8,106.8,5.11
Wheat,Midwest,Loamy,Summer,8.05,29.8,683.2,82.1,446.5,215.4,2.58,40.1,140.3,32.6,116.9,2.81
Soybean,Midwest,Sandy Loam,Autumn,7.41,26.2,1262.8,72.4,326.9,153.9,2.47,17.5,116.4,47.1,101.0,2.14
Rice,Pacific Northwest,Alluvial,Spring,7.97,20.7,1138.8,62.4,482.1,174.0,4.27,5.5,176.1,28.1,113.4,3.98
Potato,Southeast,Silt Loam,Kharif,5.39,28.6,1761.4,64.7,525.8,138.4,12.06,48.2,61.0,58.7,111.5,11.37
Tomato,Great Plains,Alluvial,Rabi,5.59,26.3,634.4,89.7,130.5,198.0,20.75,42.0,84.6,51.7,59.9,18.84
Wheat,Pacific Northwest,Alluvial,Rabi,7.29,33.7,1312.2,83.4,704.5,139.7,3.46,19.1,141.9,38.2,65.7,3.08
Rice,Central Valley,Alluvial,Kharif,7.9,19.5,1432.4,82.6,314.7,92.0,4.02,9.2,113.3,47.2,59.4,3.4
Wheat,Southeast,Black Soil,Summer,5.94,35.0,1341.1,77.0,777.4,231.6,3.7,10.1,156.2,30.6,114.1,3.3
Tomato,Delta Region,Loamy,Summer,5.98,29.7,1678.2,49.3,709.2,216.2,17.38,20.8,170.5,27.5,114.5,17.34
Potato,Midwest,Black Soil,Rabi,6.97,33.4,672.3,66.5,725.3,135.1,11.17,20.8,71.3,84.4,70.4,12.92
Tomato,Pacific Northwest,Silt Loam,Summer,8.05,25.8,731.1,59.3,780.1,124.6,19.54,18.9,125.4,67.9,97.3,17.64
Corn,Southeast,Clay,Kharif,7.08,18.4,1329.4,65.6,561.6,263.1,5.38,10.5,55.8,48.7,68.4,4.69
Rice,Midwest,Black Soil,Summer,6.01,16.8,1565.9,50.5,346.1,124.8,4.12,29.5,103.5,37.9,52.8,3.49
Rice,Midwest,Alluvial,Rabi,7.86,32.4,1040.0,82.3,519.6,104.8,3.79,18.9,99.7,74.6,24.6,3.51
Tomato,Southeast,Clay,Kharif,7.51,17.7,1475.7,48.9,406.3,171.7,18.61,14.9,179.7,63.7,72.4,16.85
Tomato,Central Valley,Black Soil,Rabi,5.22,23.2,690.8,65.7,546.2,226.4,17.65,38.1,96.3,77.3,113.5,17.91
Tomato,Great Plains,Silt Loam,Kharif,7.79,27.7,952.5,77.7,531.1,114.3,16.82,47.8,160.8,24.7,90.6,15.73
Tomato,Southeast,Alluvial,Summer,6.22,27.8,1748.6,79.8,353.9,213.9,22.72,27.5,125.9,27.4,32.9,20.66
Tomato,Central Valley,Loamy,Spring,5.28,34.7,359.1,42.0,224.8,120.6,14.51,49.3,129.5,56.0,107.8,15.35
Rice,Midwest,Clay,Kharif,7.81,17.4,358.1,57.0,127.0,96.9,3.51,40.2,128.6,53.9,38.2,3.27
Rice,Southeast,Sandy Loam,Summer,6.77,23.7,1200.3,89.8,492.5,164.9,3.97,42.7,159.0,84.3,42.2,3.84
Potato,Pacific Northwest,Silt Loam,Summer,5.65,16.1,881.1,65.8,691.0,88.6,12.8,32.5,91.6,29.6,115.9,13.02
Tomato,Midwest,Clay,Autumn,5.52,18.7,1562.7,46.3,585.3,252.1,15.53,40.6,130.3,58.9,82.4,14.61
Rice,Great Plains,Alluvial,Kharif,6.76,24.3,1059.8,50.2,542.2,129.4,3.76,44.4,114.6,68.7,60.4,3.82
Soybean,Central Valley,Alluvial,Spring,5.74,23.0,1023.2,53.0,878.6,179.3,2.43,9.7,77.2,24.5,35.5,2.33
Tomato,Central Valley,Sandy Loam,Rabi,6.73,31.5,1321.2,62.7,819.7,177.4,16.43,31.3,142.1,42.5,74.9,16.76
Wheat,Pacific Northwest,Silt Loam,Kharif,5.73,25.1,661.8,62.1,673.8,100.0,3.44,32.6,119.0,55.8,38.6,3.13
Cotton,Central Valley,Sandy Loam,Rabi,6.93,27.3,1241.5,77.0,805.2,269.7,1.82,9.5,142.6,71.0,85.7,1.79
Tomato,Central Valley,Alluvial,Summer,6.85,20.7,591.5,72.7,662.0,106.2,19.3,12.6,120.9,77.6,40.3,17.3
Tomato,Southeast,Sandy Loam,Spring,7.37,25.3,1428.3,64.7,229.2,140.4,20.35,7.0,74.6,16.4,53.3,19.02
Cotton,Southeast,Black Soil,Spring,7.38,19.6,997.9,81.2,788.5,150.9,1.59,30.9,66.2,27.2,27.0,1.65
Rice,Southeast,Clay,Autumn,6.78,26.0,513.1,64.5,816.3,125.2,4.19,24.0,121.1,54.1,111.5,3.93
Wheat,Midwest,Clay,Kharif,7.46,18.0,1500.2,59.9,732.5,248.5,3.72,40.8,116.7,27.1,108.3,3.52
Corn,Delta Region,Silt Loam,Autumn,7.26,25.3,1080.0,83.2,450.7,207.2,4.06,40.7,137.1,65.5,107.9,4.2
Soybean,Delta Region,Sandy Loam,Rabi,6.8,34.5,1508.1,86.1,732.3,237.1,2.3,12.6,45.7,16.2,117.8,2.14
Wheat,Great Plains,Alluvial,Kharif,7.77,27.5,508.7,43.3,768.1,87.5,3.09,40.9,69.4,66.0,109.9,3.08
Cotton,Central Valley,Loamy,Rabi,5.7,34.5,1715.6,77.5,631.2,71.3,1.44,32.5,67.8,34.4,106.8,1.54
Tomato,Midwest,Loamy,Autumn,7.93,27.5,1788.7,44.1,649.4,165.0,16.36,41.3,125.2,23.1,59.8,17.36
Soybean,Midwest,Alluvial,Rabi,5.67,33.3,1689.8,88.0,428.1,223.1,2.86,6.7,59.5,23.1,97.1,2.23
Soybean,Central Valley,Loamy,Kharif,5.51,34.3,410.7,70.9,125.5,81.3,2.02,19.7,88.0,67.0,72.9,1.99
Potato,Midwest,Clay,Autumn,5.84,21.9,629.0,59.0,266.7,53.1,13.66,37.6,65.0,60.5,86.5,13.42
Corn,Delta Region,Loamy,Rabi,6.05,18.0,762.5,79.5,646.4,193.8,4.62,38.5,59.7,38.6,20.9,4.2
Soybean,Southeast,Clay,Rabi,6.33,16.3,1543.7,49.7,777.5,278.8,2.2,30.2,89.0,41.6,99.1,1.99
Cotton,Pacific Northwest,Alluvial,Kharif,5.84,29.3,1214.5,46.4,655.6,164.2,1.67,40.5,42.4,21.8,116.9,1.88
Rice,Midwest,Sandy Loam,Rabi,6.28,22.5,881.7,55.3,839.2,98.8,3.08,21.8,43.8,80.9,108.8,3.56
Cotton,Midwest,Loamy,Rabi,7.99,24.4,874.6,48.1,284.6,163.8,1.72,49.5,48.4,56.9,26.2,1.69
Soybean,Pacific Northwest,Loamy,Spring,6.97,24.2,538.5,83.0,524.8,267.4,2.46,21.9,55.0,37.4,115.3,2.45
Wheat,Pacific Northwest,Alluvial,Kharif,7.33,21.7,712.1,46.2,592.9,258.8,3.47,11.9,96.8,49.7,111.4,3.52
Soybean,Great Plains,Sandy Loam,Spring,6.12,17.3,992.1,73.9,898.4,135.6,2.09,44.8,99.5,27.1,44.6,1.98
Potato,Central Valley,Clay,Summer,5.21,16.9,436.1,45.9,726.9,78.2,12.14,23.6,69.0,71.4,93.7,11.98
Potato,Delta Region,Clay,Kharif,6.03,34.9,1059.0,61.2,134.1,53.0,20.91,23.0,53.6,65.9,56.6,16.53
Rice,Midwest,Black Soil,Kharif,5.52,22.9,438.2,44.2,506.7,144.0,3.03,43.6,54.2,18.8,91.3,3.22
Corn,Central Valley,Loamy,Summer,6.79,21.5,785.3,80.1,240.0,211.9,4.93,18.7,43.5,54.6,38.2,4.86
Tomato,Delta Region,Alluvial,Summer,7.31,27.9,1069.5,50.2,549.0,126.8,19.48,22.9,180.0,71.3,97.7,18.56
Tomato,Great Plains,Clay,Spring,7.71,33.8,983.4,47.4,382.6,64.7,17.66,46.2,73.7,24.7,105.4,16.41
Rice,Central Valley,Loamy,Summer,6.48,22.2,829.0,69.5,704.1,232.9,3.85,20.7,47.1,56.2,86.7,3.72
Rice,Southeast,Loamy,Kharif,5.99,20.7,1464.0,67.6,756.4,179.5,3.67,37.7,138.0,64.5,89.6,3.39
Tomato,Central Valley,Sandy Loam,Rabi,7.32,22.3,599.6,52.8,587.1,58.7,18.47,33.7,122.6,60.3,79.8,19.4
Potato,Great Plains,Black Soil,Autumn,7.12,29.0,638.1,69.5,648.1,237.1,15.3,49.5,93.5,54.0,49.3,14.19
Potato,Great Plains,Loamy,Rabi,6.06,17.0,1045.8,53.3,286.6,90.1,16.5,11.6,85.1,27.8,93.7,15.71
Tomato,Pacific Northwest,Black Soil,Autumn,6.91,18.3,1235.3,80.4,153.6,239.2,19.13,15.2,77.0,76.8,104.8,18.79
Soybean,Midwest,Loamy,Rabi,6.75,32.4,1133.8,48.6,171.2,62.6,2.88,23.9,62.2,61.6,22.7,2.31
Cotton,Pacific Northwest,Alluvial,Summer,7.99,34.7,1718.4,80.0,288.2,207.4,1.93,5.7,145.1,55.0,79.5,1.61
Cotton,Delta Region,Silt Loam,Rabi,5.45,24.9,382.5,81.8,502.9,185.2,1.95,45.0,80.6,61.3,23.1,1.76
Cotton,Central Valley,Black Soil,Spring,6.11,18.8,1448.9,62.6,804.1,131.9,1.69,44.8,111.8,79.9,77.1,1.61
Potato,Delta Region,Sandy Loam,Spring,6.82,17.2,387.3,67.0,435.0,123.6,16.62,46.7,133.3,73.0,38.0,15.75
Wheat,Great Plains,Black Soil,Kharif,6.41,31.3,1318.6,86.7,508.7,164.9,2.6,15.7,154.4,33.9,36.5,2.88
Soybean,Great Plains,Black Soil,Autumn,7.38,23.8,1717.7,73.5,778.3,202.9,1.97,8.4,47.0,18.0,55.5,1.91
Soybean,Central Valley,Sandy Loam,Kharif,6.47,23.1,413.8,85.0,613.9,90.7,2.13,39.7,79.8,77.6,89.1,2.11
Tomato,Midwest,Sandy Loam,Spring,7.54,25.2,1506.9,80.2,636.0,141.6,24.55,18.3,81.0,18.2,80.5,19.49
Potato,Pacific Northwest,Alluvial,Summer,6.33,26.9,1394.5,86.8,443.4,111.1,11.5,41.9,111.6,25.6,64.4,12.49
Wheat,Delta Region,Sandy Loam,Kharif,5.68,34.7,1191.0,52.2,604.3,113.3,3.69,19.9,116.5,15.0,116.8,3.38
Cotton,Midwest,Sandy Loam,Autumn,7.29,20.6,409.6,61.8,888.0,140.9,1.37,20.6,61.2,84.1,72.7,1.38
Tomato,Delta Region,Loamy,Spring,7.7,17.8,457.1,89.9,190.4,256.1,23.05,2.1,179.2,32.4,86.1,19.08
Tomato,Pacific Northwest,Clay,Rabi,5.52,20.3,1393.6,84.7,373.4,275.6,15.66,36.0,46.1,32.8,75.6,16.3
Rice,Great Plains,Sandy Loam,Kharif,6.28,35.1,1438.2,64.8,309.7,191.7,2.3,45.6,100.0,60.5,107.3,3.05
Soybean,Southeast,Sandy Loam,Kharif,6.45,32.9,1031.6,77.0,817.3,264.2,2.31,39.6,49.1,51.1,90.0,2.26
Tomato,Delta Region,Black Soil,Autumn,6.84,35.1,1407.8,83.3,469.4,176.8,15.26,31.9,53.6,20.6,47.1,16.79
Tomato,Central Valley,Clay,Summer,7.96,28.5,1723.4,67.3,593.2,173.8,15.5,31.5,152.7,32.4,117.5,15.52
Potato,Pacific Northwest,Black Soil,Autumn,7.99,23.6,802.9,84.6,172.2,128.3,12.55,22.6,76.6,36.9,86.0,12.84
Rice,Central Valley,Black Soil,Rabi,7.24,17.2,1346.8,63.9,389.1,210.3,3.23,36.4,93.4,63.6,55.1,3.58
Rice,Great Plains,Loamy,Spring,5.39,32.7,1129.8,78.6,746.0,97.6,4.29,34.5,84.0,43.8,90.9,3.71
Wheat,Central Valley,Black Soil,Autumn,6.32,17.1,1054.0,42.5,575.3,199.8,3.22,13.7,82.2,24.5,73.0,3.15
Tomato,Southeast,Clay,Kharif,6.33,23.5,1604.5,79.3,692.4,178.1,17.19,15.4,100.9,49.8,25.0,16.9
Cotton,Great Plains,Sandy Loam,Rabi,7.57,22.2,964.2,58.2,705.0,128.2,2.51,1.7,164.9,55.0,98.3,1.92
Corn,Southeast,Clay,Rabi,7.62,16.6,539.7,82.9,395.6,233.8,5.61,39.3,162.6,69.8,105.4,4.9
Wheat,Great Plains,Sandy Loam,Summer,6.39,22.7,1231.9,51.4,143.0,209.8,3.33,3.7,134.5,26.2,38.7,3.5
Wheat,Midwest,Sandy Loam,Rabi,7.59,24.6,1628.0,74.7,479.2,142.3,3.38,48.2,146.9,57.9,59.0,3.06
Rice,Central Valley,Clay,Summer,5.5,23.5,1760.0,65.2,865.2,172.7,3.77,35.7,112.4,42.2,26.0,3.68
Cotton,Delta Region,Loamy,Kharif,6.75,23.9,1380.9,89.6,202.3,251.2,2.1,24.3,64.2,56.7,114.2,1.99
Potato,Central Valley,Sandy Loam,Spring,7.35,31.9,1586.5,71.9,440.0,83.9,11.63,7.6,55.5,26.5,40.4,11.5
Corn,Midwest,Alluvial,Spring,6.49,29.9,1407.8,83.3,525.8,156.1,4.05,17.8,89.0,72.3,36.9,4.32
Corn,Delta Region,Clay,Summer,7.22,29.9,687.2,56.2,302.6,233.3,5.45,7.3,177.2,33.8,23.1,4.84
Potato,Southeast,Sandy Loam,Summer,6.6,30.8,1611.3,82.3,161.4,82.2,14.41,15.0,67.1,80.4,118.5,13.53
Corn,Delta Region,Black Soil,Spring,7.06,32.3,473.1,61.9,718.8,225.8,5.19,34.4,74.0,35.5,84.2,4.36
Soybean,Midwest,Silt Loam,Rabi,7.8,27.1,900.3,48.5,158.2,159.2,2.0,2.5,140.0,60.9,26.1,2.08
Cotton,Central Valley,Black Soil,Spring,7.68,21.1,1386.4,49.7,409.3,278.7,2.12,48.2,177.0,37.7,74.5,1.81
Cotton,Midwest,Sandy Loam,Autumn,6.19,20.6,793.1,41.8,836.7,211.0,1.29,44.8,128.8,22.3,26.9,1.56
Cotton,Great Plains,Silt Loam,Spring,6.74,17.3,966.2,89.4,323.1,108.5,1.63,25.8,133.8,40.2,46.2,1.61
Rice,Delta Region,Clay,Autumn,7.27,25.5,1248.3,62.5,727.4,74.6,3.44,44.1,129.9,60.6,111.0,3.33
Soybean,Pacific Northwest,Sandy Loam,Rabi,5.57,26.7,1742.5,65.6,304.4,173.9,2.0,32.5,94.0,58.5,77.9,1.75
Tomato,Delta Region,Black Soil,Rabi,7.49,28.0,793.8,89.3,485.0,211.7,20.42,44.4,157.3,22.3,104.0,19.96
Soybean,Midwest,Sandy Loam,Spring,7.63,33.2,1780.4,67.0,870.8,213.4,2.42,12.4,64.5,24.3,40.4,1.96
Tomato,Pacific Northwest,Clay,Autumn,6.76,20.8,1498.9,47.5,190.2,198.6,17.46,23.0,117.0,17.1,112.0,17.29
Wheat,Delta Region,Clay,Rabi,6.74,17.0,1188.2,86.2,234.2,77.9,3.49,26.3,154.3,16.0,43.0,3.36
Rice,Central Valley,Loamy,Autumn,6.5,18.3,1669.6,65.4,605.1,204.4,3.38,19.9,118.1,71.1,68.1,3.49
Potato,Central Valley,Loamy,Autumn,6.09,23.5,1505.4,54.4,833.8,104.1,15.49,5.1,117.4,80.0,85.0,15.23
Soybean,Central Valley,Black Soil,Autumn,7.56,21.5,1485.4,78.3,540.3,81.8,2.43,38.0,84.1,43.6,118.2,2.14
Corn,Pacific Northwest,Loamy,Kharif,7.4,35.9,1012.7,77.6,832.8,50.8,4.66,1.2,154.4,34.5,52.9,4.61
Soybean,Delta Region,Silt Loam,Spring,6.19,34.1,416.8,61.6,817.5,139.7,2.34,41.9,77.6,20.2,110.5,2.12
Potato,Southeast,Sandy Loam,Kharif,7.31,33.8,1716.8,89.3,101.3,152.8,17.55,35.7,85.4,42.9,101.8,15.04
Tomato,Southeast,Black Soil,Spring,7.05,23.3,1164.5,49.7,435.8,96.5,16.8,3.1,117.6,41.5,92.6,17.29
Tomato,Delta Region,Silt Loam,Rabi,6.58,16.3,689.4,61.7,544.3,256.5,18.8,20.0,119.2,48.1,119.5,18.71
Soybean,Pacific Northwest,Silt Loam,Autumn,5.29,32.1,971.7,58.2,775.1,181.0,2.27,4.6,165.6,16.6,79.5,2.11
Wheat,Central Valley,Loamy,Rabi,7.3,35.8,1009.1,88.2,517.6,178.6,4.02,22.1,162.2,41.6,50.3,3.55
Rice,Delta Region,Loamy,Autumn,5.62,17.5,1018.4,56.8,351.5,270.2,3.91,19.1,104.5,47.0,90.6,3.87
Soybean,Pacific Northwest,Clay,Spring,7.01,31.7,490.0,73.6,767.8,176.8,1.86,15.5,79.2,57.6,79.2,2.1
Wheat,Great Plains,Sandy Loam,Rabi,7.01,25.6,1092.7,43.7,142.7,212.6,4.07,9.0,179.4,76.9,92.1,3.34
Corn,Southeast,Clay,Kharif,6.24,21.9,1054.9,81.8,355.2,229.3,4.02,41.3,57.7,74.1,34.2,4.1
Cotton,Southeast,Silt Loam,Kharif,5.25,30.7,441.9,60.0,840.3,256.6,1.51,35.8,97.4,81.5,65.9,1.58
Wheat,Midwest,Sandy Loam,Spring,6.71,34.4,1236.0,84.4,808.4,114.4,3.02,49.6,48.2,49.0,85.2,2.64
Cotton,Delta Region,Clay,Rabi,7.35,20.8,547.6,61.0,411.6,264.8,1.8,34.8,169.4,70.6,57.3,1.78
Potato,Central Valley,Loamy,Summer,7.12,31.1,435.6,45.8,397.4,50.2,12.53,47.2,64.9,47.5,100.7,13.7
Cotton,Pacific Northwest,Loamy,Summer,5.44,33.6,1428.6,51.4,753.6,232.6,1.94,10.1,47.5,54.9,40.0,1.78
Rice,Great Plains,Loamy,Spring,7.24,16.1,1051.6,85.3,764.0,200.3,3.43,30.1,162.8,55.2,51.2,3.72
Soybean,Southeast,Alluvial,Summer,7.14,31.9,1106.8,60.7,544.3,99.1,1.84,12.1,160.0,39.1,79.5,2.16
Corn,Great Plains,Loamy,Spring,5.46,28.5,1395.4,86.3,881.9,96.5,4.72,42.0,83.5,52.7,41.3,4.43
Cotton,Pacific Northwest,Loamy,Kharif,5.34,23.0,1164.1,70.5,277.4,92.1,1.48,13.6,105.6,35.8,117.1,1.54
Cotton,Pacific Northwest,Sandy Loam,Spring,7.49,32.5,839.2,85.9,436.5,63.9,1.96,13.5,160.7,83.5,63.5,1.63
Soybean,Great Plains,Silt Loam,Rabi,5.86,30.4,714.5,55.0,533.6,94.9,2.35,29.8,82.5,27.4,100.0,2.11
Potato,Pacific Northwest,Sandy Loam,Spring,6.82,22.6,427.0,80.8,841.6,212.1,16.34,45.8,95.1,46.4,53.6,14.62
Rice,Southeast,Silt Loam,Rabi,5.75,32.5,1211.4,67.0,366.6,226.1,4.11,11.1,55.0,49.5,90.0,3.88
Soybean,Central Valley,Alluvial,Autumn,5.9,35.0,1795.3,63.1,506.0,139.2,1.97,6.0,124.1,63.1,34.2,2.0
Cotton,Southeast,Alluvial,Spring,5.36,30.1,593.9,41.2,673.7,135.3,1.87,34.4,72.7,72.2,113.2,1.74
Soybean,Central Valley,Alluvial,Rabi,7.88,29.3,614.2,85.1,727.9,257.0,1.87,49.9,90.0,82.3,21.1,1.87
Cotton,Great Plains,Alluvial,Kharif,5.53,20.3,1393.2,49.2,802.8,272.3,1.89,4.9,131.7,63.0,46.0,1.58
Soybean,Delta Region,Sandy Loam,Kharif,5.33,32.7,494.8,62.1,253.0,79.7,2.23,22.5,123.3,18.5,55.4,1.93
Soybean,Delta Region,Alluvial,Summer,7.94,29.3,1552.4,42.4,886.1,116.2,2.42,32.6,134.9,30.1,50.4,2.09
Soybean,Central Valley,Clay,Autumn,6.03,18.5,395.6,50.7,136.5,190.7,2.09,6.8,176.1,34.9,27.2,2.04
Corn,Pacific Northwest,Black Soil,Kharif,8.17,22.7,1242.3,84.6,867.9,132.6,4.83,47.8,146.4,32.1,57.4,4.32
Tomato,Southeast,Clay,Kharif,5.41,17.2,1747.4,68.5,562.1,198.1,19.27,18.7,95.7,45.0,111.4,15.46
Cotton,Delta Region,Loamy,Kharif,7.35,25.6,413.9,74.8,293.3,160.2,2.0,27.8,77.4,62.6,91.7,1.89
Wheat,Pacific Northwest,Clay,Autumn,6.12,30.0,1780.5,83.1,116.4,140.3,2.71,42.6,104.2,68.1,104.7,2.78
Corn,Southeast,Loamy,Rabi,6.24,16.2,1065.2,89.3,350.5,79.9,4.57,8.9,94.8,35.0,65.9,4.43
Corn,Midwest,Black Soil,Kharif,7.18,27.5,1479.7,50.9,277.1,126.1,4.83,31.8,53.3,16.1,98.7,4.99
Tomato,Central Valley,Alluvial,Spring,5.34,20.9,1273.9,88.0,544.6,145.2,20.92,42.1,75.5,16.0,108.6,17.11
Rice,Central Valley,Silt Loam,Spring,7.58,28.3,359.4,84.8,367.6,274.3,4.15,22.8,167.7,38.4,107.6,4.03
Tomato,Delta Region,Black Soil,Spring,6.9,19.7,597.9,76.8,716.9,121.7,19.04,16.8,95.3,31.2,104.3,18.8
Potato,Pacific Northwest,Clay,Kharif,5.62,23.4,1105.0,43.9,469.6,156.6,18.88,44.4,43.5,56.7,20.1,16.37
Potato,Central Valley,Loamy,Summer,5.88,31.0,358.9,49.5,660.3,88.7,15.04,42.3,130.6,57.6,86.0,14.5
Rice,Southeast,Black Soil,Kharif,7.93,30.5,1345.3,68.3,447.0,227.7,3.88,26.6,110.4,29.8,57.1,3.74
Tomato,Delta Region,Loamy,Autumn,6.91,25.3,1760.6,48.4,652.6,137.8,17.05,44.2,112.3,64.6,95.0,18.41
Cotton,Southeast,Clay,Spring,7.62,28.1,663.1,67.4,400.4,266.8,1.58,27.2,111.2,55.7,109.9,1.78
Cotton,Delta Region,Sandy Loam,Summer,6.13,17.1,489.2,65.7,234.5,223.4,1.93,48.1,62.8,18.8,75.1,1.63
Tomato,Southeast,Black Soil,Rabi,7.72,20.6,1310.6,47.8,301.6,113.8,18.99,31.6,108.2,34.5,41.1,15.72
Wheat,Pacific Northwest,Black Soil,Kharif,8.12,35.1,1187.0,75.5,660.9,204.8,3.5,4.2,143.0,66.4,32.8,3.15
Soybean,Midwest,Loamy,Summer,7.29,20.4,540.2,75.8,498.4,245.6,2.0,46.9,57.8,76.3,44.4,2.1
Soybean,Midwest,Loamy,Rabi,6.45,33.7,940.4,59.8,102.3,276.4,2.84,25.7,48.0,65.1,79.5,2.44
Cotton,Great Plains,Silt Loam,Spring,7.91,17.9,1129.0,46.6,156.8,55.3,1.51,18.4,62.7,56.9,61.6,1.62
Cotton,Pacific Northwest,Alluvial,Kharif,6.33,28.2,1597.9,48.0,699.3,172.1,2.33,24.0,56.7,70.0,46.4,1.99
Cotton,Pacific Northwest,Black Soil,Summer,6.36,19.2,1172.9,80.1,262.4,77.3,2.07,4.3,108.2,50.1,56.7,1.94
Tomato,Southeast,Silt Loam,Spring,7.46,33.8,905.6,75.0,843.9,69.3,16.0,23.6,111.7,42.6,56.2,15.68
Corn,Delta Region,Sandy Loam,Summer,5.31,35.3,917.7,49.8,344.9,227.1,5.45,15.7,140.4,54.7,54.4,4.86
Corn,Pacific Northwest,Black Soil,Spring,5.77,32.9,908.7,61.7,767.2,70.3,4.99,9.2,175.6,32.9,98.6,4.31
Soybean,Midwest,Alluvial,Summer,6.86,22.4,1326.6,45.1,511.7,168.0,2.86,47.1,164.1,17.8,93.5,2.51
Tomato,Pacific Northwest,Black Soil,Kharif,7.99,19.0,698.1,55.6,756.5,69.5,17.1,37.3,124.1,62.8,46.4,16.25
Wheat,Delta Region,Sandy Loam,Rabi,7.36,35.2,758.5,63.0,866.4,254.5,3.95,44.5,133.3,40.5,43.6,3.39
Wheat,Southeast,Clay,Kharif,5.92,17.6,1560.0,82.4,523.2,143.3,3.4,40.6,92.3,65.3,57.0,3.14
Potato,Pacific Northwest,Silt Loam,Autumn,6.7,31.9,932.0,75.6,676.4,277.8,14.59,34.1,141.0,81.0,111.6,14.65
Corn,Midwest,Sandy Loam,Rabi,6.89,35.8,742.7,59.3,682.5,228.7,2.85,22.4,93.5,71.5,63.1,3.68
Corn,Midwest,Loamy,Rabi,6.31,26.7,1667.0,68.6,840.2,265.5,4.77,17.8,168.4,36.4,28.8,4.45
Corn,Midwest,Silt Loam,Autumn,7.56,23.4,902.9,55.1,457.3,76.0,4.87,8.0,169.2,15.9,107.0,4.52
Corn,Midwest,Clay,Summer,6.97,18.4,613.3,46.1,750.9,62.1,5.81,39.1,133.5,33.5,74.4,5.08
Wheat,Midwest,Clay,Spring,6.1,22.3,798.0,75.9,144.7,180.3,2.98,41.0,70.8,68.9,42.6,3.09
Soybean,Central Valley,Loamy,Autumn,7.39,25.9,1119.7,57.8,233.6,264.3,2.18,32.6,51.1,66.1,64.7,2.21
Tomato,Southeast,Sandy Loam,Rabi,7.65,29.2,1421.7,48.8,811.3,166.3,18.53,11.2,104.5,33.7,88.0,16.19
Soybean,Great Plains,Loamy,Kharif,7.13,19.3,1289.8,80.8,120.3,171.7,1.83,25.4,151.5,76.3,102.0,2.08
Wheat,Great Plains,Silt Loam,Spring,6.49,29.6,939.8,49.7,102.7,114.1,3.5,7.5,48.7,72.9,112.5,3.1
Soybean,Pacific Northwest,Sandy Loam,Rabi,8.0,17.3,1695.0,58.4,619.3,201.4,2.5,40.9,46.4,16.8,35.2,2.0
Cotton,Pacific Northwest,Clay,Rabi,5.76,25.3,1577.7,49.7,440.3,189.0,1.87,4.2,71.7,55.2,99.2,1.77
Cotton,Midwest,Silt Loam,Autumn,7.28,25.9,588.5,41.8,197.3,137.0,1.79,40.5,88.4,64.6,71.8,1.79
Potato,Midwest,Alluvial,Kharif,5.76,30.5,1591.1,79.2,375.2,215.4,13.38,30.4,175.3,39.7,109.3,12.75
Soybean,Pacific Northwest,Clay,Rabi,5.65,29.9,1531.3,51.3,592.8,255.5,2.13,8.3,124.5,27.2,48.7,1.97
Cotton,Great Plains,Alluvial,Rabi,5.88,20.5,968.9,65.4,877.6,158.0,1.75,39.3,52.8,18.4,117.6,1.62
Rice,Delta Region,Clay,Spring,7.56,18.4,1083.2,47.9,782.8,137.7,3.52,30.7,53.8,49.4,35.6,3.38
Rice,Southeast,Alluvial,Autumn,8.09,29.6,1266.6,49.1,171.7,247.6,3.65,11.9,133.3,73.9,63.5,3.58
Soybean,Southeast,Black Soil,Summer,6.64,22.5,1442.9,46.6,267.9,273.1,2.18,39.2,70.3,63.4,35.3,2.36
